aaron,ˈɛɹən
biodiversity,ˌbaɪoʊdaɪˈvɝsəti
biographies,baɪˈɑɡɹəfiz
biography,baɪˈɑɡɹəfi
biological,ˌbaɪəˈɫɑdʒɪkəɫ
biology,baɪˈɑɫədʒi
bios,ˈbaɪoʊs
biotechnology,ˌbaɪoʊˌtɛkˈnɑɫədʒi
bird,ˈbɝd
birds,ˈbɝdz
birmingham,ˈbɝmɪŋˌhæm
birth,ˈbɝθ
birthday,ˈbɝθˌdeɪ
bishop,ˈbɪʃəp
bit,ˈbɪt
bitch,ˈbɪtʃ
bite,ˈbaɪt
bits,ˈbɪts
bizarre,bəˈzɑɹ
bizrate,ˈbɪˌzeɪt
black,ˈbɫæk
blackberry,ˈbɫækˌbɛɹi
blackjack,ˈbɫækˌdʒæk
blacks,ˈbɫæks
blade,ˈbɫeɪd
blades,ˈbɫeɪdz
blah,ˈbɫɑ
blair,ˈbɫɛɹ
blake,ˈbɫeɪk
blame,ˈbɫeɪm
blank,ˈbɫæŋk
blanket,ˈbɫæŋkət
blast,ˈbɫæst
bleeding,ˈbɫidɪŋ
blend,ˈbɫɛnd
bless,ˈbɫɛs
blessed,ˈbɫɛst
blind,ˈbɫaɪnd
blink,ˈbɫɪŋk
block,ˈbɫɑk
blocked,ˈbɫɑkt
blocking,ˈbɫɑkɪŋ
blocks,ˈbɫɑks
blog,ˈbɫɔɡ
blogger,ˈbɫɔɡɝ
bloggers,ˈbɫɔɡɝz
blogging,ˈbɫɔɡɪŋ
blogs,ˈbɫɔɡz
blond,ˈbɫɑnd
blonde,ˈbɫɑnd
blood,ˈbɫəd
bloody,ˈbɫədi
bloom,ˈbɫum
bloomberg,ˈbɫumbɝɡ
blow,ˈbɫoʊ
blowing,ˈbɫoʊɪŋ
blowjob,ˈbɫoʊˌdʒɑb
blowjobs,ˈbɫoʊˌdʒɑbz
blue,ˈbɫu
blues,ˈbɫuz
bluetooth,ˈbɫuˌtuθ
blvd,ˈbʊɫəˌvɑɹd
bmw,ˈbiˌɛmˈdəbəɫju
board,ˈbɔɹd
boards,ˈbɔɹdz
boat,ˈboʊt
boating,ˈboʊtɪŋ
boats,ˈboʊts
bob,ˈbɑb
bobby,ˈbɑbi
bodies,ˈbɑdiz
body,ˈbɑdi
bold,ˈboʊɫd
bolivia,bəˈɫɪviə
bolt,ˈboʊɫt
bomb,ˈbɑm
bon,ˈbɑn
bond,ˈbɑnd
bondage,ˈbɑndɪdʒ
bonds,ˈbɑndz
bone,ˈboʊn
bones,ˈboʊnz
bonus,ˈboʊnəs
boob,ˈbub
boobs,ˈbubz
book,ˈbʊk
booking,ˈbʊkɪŋ
bookings,ˈbʊkɪŋz
bookmark,ˈbʊkmɑɹk
bookmarks,ˈbʊkmɑɹks
books,ˈbʊks
bookstore,ˈbʊkˌstɔɹ
boolean,buˈɫiən
boom,ˈbum
boost,ˈbust
boot,ˈbut
booth,ˈbuθ
boots,ˈbuts
booty,ˈbuti
border,ˈbɔɹdɝ
borders,ˈbɔɹdɝz
bored,ˈbɔɹd
boring,ˈbɔɹɪŋ
born,ˈbɔɹn
borough,ˈbɝˌoʊ
bosnia,ˈbɑzniə
boss,ˈbɑs
boston,ˈbɑstən
both,ˈboʊθ
bother,ˈbɑðɝ
botswana,bɑtˈswɑnə
bottle,ˈbɑtəɫ
bottles,ˈbɑtəɫz
bottom,ˈbɑtəm
bought,ˈbɑt
boulder,ˈboʊɫdɝ
boulevard,ˈbʊɫəˌvɑɹd
bound,ˈbaʊnd
boundaries,ˈbaʊndɝiz
boundary,ˈbaʊndɝi
bouquet,buˈkeɪ
boutique,buˈtik
bow,ˈbaʊ
bowl,ˈboʊɫ
bowling,ˈboʊɫɪŋ
box,ˈbɑks
boxed,ˈbɑkst
boxes,ˈbɑksəz
boxing,ˈbɑksɪŋ
boy,ˈbɔɪ
boys,ˈbɔɪz
bra,ˈbɹɑ
bracelet,ˈbɹeɪsɫət
bracelets,ˈbɹeɪsɫɪts
bracket,ˈbɹækɪt
brad,ˈbɹæd
bradford,ˈbɹædfɝd
bradley,ˈbɹædɫi
brain,ˈbɹeɪn
brake,ˈbɹeɪk
brakes,ˈbɹeɪks
branch,ˈbɹæntʃ
branches,ˈbɹæntʃəz
brand,ˈbɹænd
brandon,ˈbɹændən
brands,ˈbɹændz
bras,ˈbɹæs
brass,ˈbɹæs
brave,ˈbɹeɪv
brazil,bɹəˈzɪɫ
brazilian,bɹəˈzɪɫjən
breach,ˈbɹitʃ
bread,ˈbɹɛd
break,ˈbɹeɪk
breakdown,ˈbɹeɪkˌdaʊn
breakfast,ˈbɹɛkfəst
breaking,ˈbɹeɪkɪŋ
breaks,ˈbɹeɪks
breast,ˈbɹɛst
breasts,ˈbɹɛsts
breath,ˈbɹɛθ
breathing,ˈbɹiðɪŋ
breed,ˈbɹid
breeding,ˈbɹidɪŋ
breeds,ˈbɹidz
brian,ˈbɹaɪən
brick,ˈbɹɪk
bridal,ˈbɹaɪdəɫ
bride,ˈbɹaɪd
bridge,ˈbɹɪdʒ
bridges,ˈbɹɪdʒəz
brief,ˈbɹif
briefing,ˈbɹifɪŋ
briefly,ˈbɹifɫi
briefs,ˈbɹifs
bright,ˈbɹaɪt
brighton,ˈbɹaɪtən
brilliant,ˈbɹɪɫjənt
bring,ˈbɹɪŋ
bringing,ˈbɹɪŋɪŋ
brings,ˈbɹɪŋz
brisbane,ˈbɹɪzˌbeɪn
bristol,ˈbɹɪstəɫ
britain,ˈbɹɪtən
britannica,bɹɪˈtænɪkə
british,ˈbɹɪtɪʃ
britney,ˈbɹitˌni
broad,ˈbɹɔd
broadband,ˈbɹɔdˌbænd
broadcast,ˈbɹɔdˌkæst
broadcasting,ˈbɹɔdˌkæstɪŋ
broader,ˈbɹɔdɝ
broadway,ˈbɹɔdˌweɪ
brochure,bɹoʊˈʃʊɹ
brochures,bɹoʊˈʃʊɹz
broke,ˈbɹoʊk
broken,ˈbɹoʊkən
broker,ˈbɹoʊkɝ
brokers,ˈbɹoʊkɝz
bronze,ˈbɹɑnz
brook,ˈbɹʊk
brooklyn,ˈbɹʊkɫən
brooks,ˈbɹʊks
brother,ˈbɹəðɝ
brothers,ˈbɹəðɝz
brought,ˈbɹɔt
brown,ˈbɹaʊn
browse,ˈbɹaʊz
browser,ˈbɹaʊzɝ
browsers,ˈbɹaʊzɝz
browsing,ˈbɹaʊzɪŋ
bruce,ˈbɹus
brunei,bɹuˈnaɪ
brunette,bɹuˈnɛt
brunswick,ˈbɹənzwɪk
brush,ˈbɹəʃ
brussels,ˈbɹəsəɫz
brutal,ˈbɹutəɫ
bryan,ˈbɹaɪən
bryant,ˈbɹaɪənt
bs,ˌbiˈɛs
bubble,ˈbəbəɫ
buck,ˈbək
bucks,ˈbəks
budapest,ˈbudəˌpɛst
buddy,ˈbədi
budget,ˈbədʒɪt
budgets,ˈbədʒɪts
buffalo,ˈbəfəˌɫoʊ
buffer,ˈbəfɝ
bug,ˈbəɡ
bugs,ˈbəɡz
build,ˈbɪɫd
builder,ˈbɪɫdɝ
builders,ˈbɪɫdɝz
building,ˈbɪɫdɪŋ
buildings,ˈbɪɫdɪŋz
builds,ˈbɪɫdz
built,ˈbɪɫt
bukkake,ˌbuˈkɑˌkɛ
bulgaria,bəɫˈɡɛɹiə
bulgarian,bəɫˈɡɛɹiən
bulk,ˈbəɫk
bull,ˈbʊɫ
bullet,ˈbʊɫət
bulletin,ˈbʊɫɪtən
bumper,ˈbəmpɝ
bunch,ˈbəntʃ
bundle,ˈbəndəɫ
bunny,ˈbəni
burden,ˈbɝdən
bureau,ˈbjʊɹoʊ
buried,ˈbɛɹid
burke,ˈbɝk
burlington,ˈbɝɫɪŋtən
burn,ˈbɝn
burner,ˈbɝnɝ
burning,ˈbɝnɪŋ
burns,ˈbɝnz
burst,ˈbɝst
burton,ˈbɝtən
bus,ˈbəs
buses,ˈbəsɪz
bush,ˈbʊʃ
business,ˈbɪznəs
businesses,ˈbɪznəsəz
busty,ˈbəsti
busy,ˈbɪzi
but,ˈbət
butler,ˈbətɫɝ
butt,ˈbət
butter,ˈbətɝ
butterfly,ˈbətɝˌfɫaɪ
button,ˈbətən
buttons,ˈbətənz
butts,ˈbəts
buy,ˈbaɪ
buyer,ˈbaɪɝ
buyers,ˈbaɪɝz
buying,ˈbaɪɪŋ
buys,ˈbaɪz
buzz,ˈbəz
by,ˈbaɪ
bye,ˈbaɪ
byte,ˈbaɪt
bytes,ˈbaɪts
cab,ˈkæb
cabin,ˈkæbən
cabinet,ˈkæbənət
cabinets,ˈkæbənəts
cable,ˈkeɪbəɫ
cables,ˈkeɪbəɫz
cache,ˈkæʃ
cached,ˈkæʃt
cadillac,ˈkædəˌɫæk
cafe,kæˈfeɪ
cage,ˈkeɪdʒ
cake,ˈkeɪk
cakes,ˈkeɪks
calcium,ˈkæɫsiəm
calculate,ˈkæɫkjəˌɫeɪt
calculated,ˈkæɫkjəˌɫeɪtɪd
calculation,ˌkæɫkjəˈɫeɪʃən
calculations,ˌkæɫkjəˈɫeɪʃənz
calculator,ˈkæɫkjəˌɫeɪtɝ
calculators,ˈkæɫkjəˌɫeɪtɝz
calendar,ˈkæɫəndɝ
calendars,ˈkæɫəndɝz
calgary,ˈkæɫɡɝi
calibration,ˌkæɫəˈbɹeɪʃən
california,ˌkæɫəˈfɔɹnjə
call,ˈkɔɫ
called,ˈkɔɫd
calling,ˈkɔɫɪŋ
calls,ˈkɔɫz
calm,ˈkɑɫm
calvin,ˈkæɫvən
cam,ˈkæm
cambodia,ˌkæmˈboʊdiə
cambridge,ˈkeɪmbɹɪdʒ
camcorder,ˈkæmˌkɔɹdɝ
camcorders,ˈkæmˌkɔɹdɝz
came,ˈkeɪm
camel,ˈkæməɫ
camera,ˈkæmɝə
cameras,ˈkæmɝəz
cameron,ˈkæmɝən
cameroon,ˈkæmɝˌun
camp,ˈkæmp
campaign,kæmˈpeɪn
campaigns,kæmˈpeɪnz
campbell,ˈkæmbəɫ
camping,ˈkæmpɪŋ
camps,ˈkæmps
campus,ˈkæmpəs
cams,ˈkæmz
can,ˈkæn
canada,ˈkænədə
canadian,kəˈneɪdiən
canal,kəˈnæɫ
canberra,ˌkænˈbɛɹə
cancel,ˈkænsəɫ
cancellation,ˌkænsəˈɫeɪʃən
cancelled,ˈkænsəɫd
cancer,ˈkænsɝ
candidate,ˈkændədeɪt
candidates,ˈkændədeɪts
candle,ˈkændəɫ
candles,ˈkændəɫz
candy,ˈkændi
cannon,ˈkænən
canon,ˈkænən
cant,ˈkænt
canvas,ˈkænvəs
canyon,ˈkænjən
cap,ˈkæp
capabilities,ˌkeɪpəˈbɪɫətiz
capability,ˌkeɪpəˈbɪɫəti
capable,ˈkeɪpəbəɫ
capacity,kəˈpæsəti
cape,ˈkeɪp
capital,ˈkæpətəɫ
capitol,ˈkæpɪtəɫ
caps,ˈkæps
captain,ˈkæptən
capture,ˈkæptʃɝ
captured,ˈkæptʃɝd
car,ˈkɑɹ
carb,ˈkɑɹb
carbon,ˈkɑɹbən
card,ˈkɑɹd
cardiac,ˈkɑɹdiˌæk
cardiff,ˈkɑɹdɪf
cardiovascular,ˌkɑɹdioʊˈvæskjəɫɝ
cards,ˈkɑɹdz
care,ˈkɛɹ
career,kɝˈɪɹ
careers,kɝˈɪɹz
careful,ˈkɛɹfəɫ
carefully,ˈkɛɹfəɫi
carey,ˈkɛɹi
cargo,ˈkɑɹˌɡoʊ
caribbean,ˌkɛɹɪˈbiən
caring,ˈkɛɹɪŋ
carl,ˈkɑɹɫ
carlo,ˈkɑɹɫoʊ
carlos,ˈkɑɹɫoʊs
carmen,ˈkɑɹmən
carnival,ˈkɑɹnəvəɫ
carol,ˈkæɹəɫ
carolina,ˌkɛɹəˈɫaɪnə
caroline,ˈkɛɹəˌɫaɪn
carpet,ˈkɑɹpət
carried,ˈkæɹid
carrier,ˈkæɹiɝ
carriers,ˈkæɹiɝz
carries,ˈkæɹiz
carroll,ˈkæɹəɫ
carry,ˈkæɹi
carrying,ˈkæɹiɪŋ
cars,ˈkɑɹz
cart,ˈkɑɹt
carter,ˈkɑɹtɝ
cartoon,kɑɹˈtun
cartoons,kɑɹˈtunz
cartridge,ˈkɑɹtɹədʒ
cartridges,ˈkɑɹtɹədʒəz
cas,ˈkæs
casa,ˈkɑsə
case,ˈkeɪs
cases,ˈkeɪsəz
casey,ˈkeɪsi
cash,ˈkæʃ
cashiers,ˌkæˈʃɪɹz
casino,kəˈsinoʊ
casinos,kəˈsinoʊz
casio,ˈkæsioʊ
cassette,kəˈsɛt
cast,ˈkæst
casting,ˈkæstɪŋ
castle,ˈkæsəɫ
casual,ˈkæʒəwəɫ
cat,ˈkæt
catalog,ˈkætəɫɔɡ
catalogs,ˈkætəɫɑɡz
catalogue,ˈkætəˌɫɔɡ
catalyst,ˈkætəɫəst
catch,ˈkætʃ
categories,ˈkætəˌɡɔɹiz
category,ˈkætəˌɡɔɹi
catering,ˈkeɪtɝɪŋ
cathedral,kəˈθidɹəɫ
catherine,ˈkæθɝən
catholic,ˈkæθɫɪk
cats,ˈkæts
cattle,ˈkætəɫ
caught,ˈkɑt
cause,ˈkɑz
caused,ˈkɑzd
causes,ˈkɑzəz
causing,ˈkɑzɪŋ
caution,ˈkɑʃən
cave,ˈkeɪv
cayman,ˈkeɪmən
cc,ˌsiˈsi
cd,ˌsiˈdi
cds,ˌsiˈdiz
cedar,ˈsidɝ
ceiling,ˈsiɫɪŋ
celebrate,ˈsɛɫəˌbɹeɪt
celebration,ˌsɛɫəˈbɹeɪʃən
celebrities,səˈɫɛbɹɪtiz
celebrity,səˈɫɛbɹɪti
celebs,səˈɫɛbz
cell,ˈsɛɫ
cells,ˈsɛɫz
cellular,ˈsɛɫjəɫɝ
celtic,ˈkɛɫtɪk
cement,səˈmɛnt
cemetery,ˈsɛməˌtɛɹi
census,ˈsɛnsəs
cent,ˈsɛnt
center,ˈsɛnɝ
centered,ˈsɛntɝd
centers,ˈsɛnɝz
central,ˈsɛntɹəɫ
centre,ˈsɛntɝ
centres,ˈsɛntɝz
cents,ˈsɛns
centuries,ˈsɛntʃɝiz
century,ˈsɛntʃɝi
ceo,ˈsiˌiˈoʊ
ceramic,sɝˈæmɪk
ceremony,ˈsɛɹəˌmoʊni
certain,ˈsɝtən
certainly,ˈsɝtənɫi
certificate,sɝˈtɪfɪkət
certificates,sɝˈtɪfɪkəts
certification,ˌsɝtəfəˈkeɪʃən
certified,ˈsɝtəˌfaɪd
cgi,ˌsiˌɡiˈaɪ
chad,ˈtʃæd
chain,ˈtʃeɪn
chains,ˈtʃeɪnz
chair,ˈtʃɛɹ
chairman,ˈtʃɛɹmən
chairs,ˈtʃɛɹz
challenge,ˈtʃæɫəndʒ
challenged,ˈtʃæɫəndʒd
challenges,ˈtʃæɫəndʒɪz
challenging,ˈtʃæɫəndʒɪŋ
chamber,ˈtʃeɪmbɝ
chambers,ˈtʃeɪmbɝz
champagne,ʃæmˈpeɪn
champion,ˈtʃæmpiən
champions,ˈtʃæmpiənz
championship,ˈtʃæmpiənˌʃɪp
championships,ˈtʃæmpiənˌʃɪps
chan,ˈtʃæn
chance,ˈtʃæns
chancellor,ˈtʃænsəɫɝ
chances,ˈtʃænsəz
change,ˈtʃeɪndʒ
changed,ˈtʃeɪndʒd
changes,ˈtʃeɪndʒəz
changing,ˈtʃeɪndʒɪŋ
channel,ˈtʃænəɫ
channels,ˈtʃænəɫz
chaos,ˈkeɪɑs
chapel,ˈtʃæpəɫ
chapter,ˈtʃæptɝ
chapters,ˈtʃæptɝz
char,ˈtʃɑɹ
character,ˈkɛɹɪktɝ
characteristic,ˌkɛɹəktɝˈɪstɪk
characteristics,ˌkɛɹəktɝˈɪstɪks
characterization,ˌkɛɹəktɝɪˈzeɪʃən
characterized,ˈkɛɹəktɝˌaɪzd
characters,ˈkæɹəktɝz
charge,ˈtʃɑɹdʒ
charged,ˈtʃɑɹdʒd
charger,ˈtʃɑɹdʒɝ
chargers,ˈtʃɑɹdʒɝz
charges,ˈtʃɑɹdʒəz
charging,ˈtʃɑɹdʒɪŋ
charitable,ˈtʃæɹətəbəɫ
charity,ˈtʃɛɹɪti
charles,ˈtʃɑɹəɫz
charleston,ˈtʃɑɹəɫstən
charlie,ˈtʃɑɹɫi
charlotte,ˈʃɑɹɫət
charm,ˈtʃɑɹm
charming,ˈtʃɑɹmɪŋ
charms,ˈtʃɑɹmz
chart,ˈtʃɑɹt
charter,ˈtʃɑɹtɝ
charts,ˈtʃɑɹts
chase,ˈtʃeɪs
chassis,ˈtʃæsi
chat,ˈtʃæt
cheap,ˈtʃip
cheaper,ˈtʃipɝ
cheapest,ˈtʃipəst
cheat,ˈtʃit
cheats,ˈtʃits
check,ˈtʃɛk
checked,ˈtʃɛkt
checking,ˈtʃɛkɪŋ
checklist,ˈtʃɛˌkɫɪst
checkout,ˈtʃɛˌkaʊt
checks,ˈtʃɛks
cheers,ˈtʃɪɹz
cheese,ˈtʃiz
chef,ˈʃɛf
chelsea,ˈtʃɛɫsi
chem,ˈkɛm
chemical,ˈkɛməkəɫ
chemicals,ˈkɛmɪkəɫz
chemistry,ˈkɛməstɹi
chen,ˈtʃɛn
cheque,ˈtʃɛk
cherry,ˈtʃɛɹi
chess,ˈtʃɛs
chest,ˈtʃɛst
chester,ˈtʃɛstɝ
chevrolet,ˌʃɛvɹəˈɫeɪ
chevy,ˈʃɛˌvi
chi,ˈkaɪ
chicago,ʃəˈkɑˌɡoʊ
chick,ˈtʃɪk
chicken,ˈtʃɪkən
chicks,ˈtʃɪks
chief,ˈtʃif
child,ˈtʃaɪɫd
childhood,ˈtʃaɪɫdˌhʊd
children,ˈtʃɪɫdɹən
childrens,ˈtʃɪɫdɹənz
chile,ˈtʃɪɫi
china,ˈtʃaɪnə
chinese,tʃaɪˈniz
chip,ˈtʃɪp
chips,ˈtʃɪps
chocolate,ˈtʃɔkɫət
choice,ˈtʃɔɪs
choices,ˈtʃɔɪsəz
choir,ˈkwaɪɝ
cholesterol,kəˈɫɛstɝˌɔɫ
choose,ˈtʃuz
choosing,ˈtʃuzɪŋ
chorus,ˈkɔɹəs
chose,ˈtʃoʊz
chosen,ˈtʃoʊzən
chris,ˈkɹɪs
christ,ˈkɹaɪst
christian,ˈkɹɪstʃən
christianity,ˌkɹɪstʃiˈænɪti
christians,ˈkɹɪstʃənz
christina,kɹɪˈstinə
christine,kɹɪˈstin
christmas,ˈkɹɪsməs
christopher,ˈkɹɪstəfɝ
chrome,ˈkɹoʊm
chronic,ˈkɹɑnɪk
chronicle,ˈkɹɑnɪkəɫ
chronicles,ˈkɹɑnɪkəɫz
chrysler,ˈkɹaɪsɫɝ
chubby,ˈtʃəbi
chuck,ˈtʃək
church,ˈtʃɝtʃ
churches,ˈtʃɝtʃɪz
cia,ˈsiˈaɪˈeɪ
cialis,ˌsiˈɑɫəs
ciao,ˈtʃaʊ
cigarette,ˌsɪɡɝˈɛt
cigarettes,ˌsɪɡɝˈɛts
cincinnati,ˌsɪnsəˈnæti
cindy,ˈsɪndi
cinema,ˈsɪnəmə
cingular,ˌsɪnɡuˌɫɝ
circle,ˈsɝkəɫ
circles,ˈsɝkəɫz
circuit,ˈsɝkət
circuits,ˈsɝkəts
circular,ˈsɝkjəɫɝ
circulation,ˈsɝkjəˌɫeɪʃən
circumstances,ˈsɝkəmˌstænsəz
circus,ˈsɝkəs
cisco,ˈsɪsˌkoʊ
citation,saɪˈteɪʃən
citations,saɪˈteɪʃənz
cite,ˈsaɪt
cited,ˈsaɪtəd
cities,ˈsɪtiz
citizen,ˈsɪtəzən
citizens,ˈsɪtəzənz
citizenship,ˈsɪtɪzənˌʃɪp
city,ˈsɪti
citysearch,ˈsɪtiˌsɝtʃ
civic,ˈsɪvɪk
civil,ˈsɪvəɫ
civilian,səˈvɪɫjən
civilization,ˌsɪvəɫɪˈzeɪʃən
claim,ˈkɫeɪm
claimed,ˈkɫeɪmd
claims,ˈkɫeɪmz
claire,ˈkɫɛɹ
clan,ˈkɫæn
clara,ˈkɫæɹə
clarity,ˈkɫɛɹəti
clark,ˈkɫɑɹk
clarke,ˈkɫɑɹk
class,ˈkɫæs
classes,ˈkɫæsəz
classic,ˈkɫæsɪk
classical,ˈkɫæsɪkəɫ
classics,ˈkɫæsɪks
classification,ˌkɫæsəfəˈkeɪʃən
classified,ˈkɫæsəˌfaɪd
classifieds,ˈkɫæsəˌfaɪdz
classroom,ˈkɫæsˌɹum
clause,ˈkɫɔz
clay,ˈkɫeɪ
clean,ˈkɫin
cleaner,ˈkɫinɝ
cleaners,ˈkɫinɝz
cleaning,ˈkɫinɪŋ
cleanup,ˈkɫiˌnəp
clear,ˈkɫɪɹ
clearance,ˈkɫɪɹəns
cleared,ˈkɫɪɹd
clearing,ˈkɫɪɹɪŋ
clearly,ˈkɫɪɹɫi
clerk,ˈkɫɝk
cleveland,ˈkɫivɫənd
click,ˈkɫɪk
clicking,ˈkɫɪkɪŋ
clicks,ˈkɫɪks
client,ˈkɫaɪənt
clients,ˈkɫaɪənts
cliff,ˈkɫɪf
climate,ˈkɫaɪmət
climb,ˈkɫaɪm
climbing,ˈkɫaɪmɪŋ
clinic,ˈkɫɪnɪk
clinical,ˈkɫɪnəkəɫ
clinics,ˈkɫɪnɪks
clinton,ˈkɫɪntən
clip,ˈkɫɪp
clips,ˈkɫɪps
clock,ˈkɫɑk
clocks,ˈkɫɑks
clone,ˈkɫoʊn
close,ˈkɫoʊs
closed,ˈkɫoʊzd
closely,ˈkɫoʊsɫi
closer,ˈkɫoʊsɝ
closes,ˈkɫoʊzɪz
closest,ˈkɫoʊsəst
closing,ˈkɫoʊzɪŋ
closure,ˈkɫoʊʒɝ
cloth,ˈkɫɔθ
clothes,ˈkɫoʊðz
clothing,ˈkɫoʊðɪŋ
cloud,ˈkɫaʊd
clouds,ˈkɫaʊdz
cloudy,ˈkɫaʊdi
club,ˈkɫəb
clubs,ˈkɫəbz
cluster,ˈkɫəstɝ
clusters,ˈkɫəstɝz
cnet,ˈsiˌnɛt
cnn,ˈsiˈɛˈnɛn
co,ˈkoʊ
coach,ˈkoʊtʃ
coaches,ˈkoʊtʃɪz
coaching,ˈkoʊtʃɪŋ
coal,ˈkoʊɫ
coalition,ˌkoʊəˈɫɪʃən
coast,ˈkoʊst
coastal,ˈkoʊstəɫ
coat,ˈkoʊt
coated,ˈkoʊtəd
coating,ˈkoʊtɪŋ
cock,ˈkɑk
cocks,ˈkɑks
cocktail,ˈkɑkˌteɪɫ
code,ˈkoʊd
codes,ˈkoʊdz
coding,ˈkoʊdɪŋ
coffee,ˈkɑfi
cognitive,ˈkɑɡnɪtɪv
cohen,ˈkoʊən
coin,ˈkɔɪn
coins,ˈkɔɪnz
cold,ˈkoʊɫd
cole,ˈkoʊɫ
coleman,ˈkoʊɫmən
colin,ˈkoʊɫɪn
collaboration,kəˌɫæbɝˈeɪʃən
collaborative,kəˈɫæbɝˌeɪtɪv
collapse,kəˈɫæps
collar,ˈkɑɫɝ
colleague,ˈkɑɫiɡ
colleagues,ˈkɑɫiɡz
collect,kəˈɫɛkt
collected,kəˈɫɛktəd
collectible,kəˈɫɛktəbəɫ
collectibles,kəˈɫɛktəbəɫz
collecting,kəˈɫɛktɪŋ
collection,kəˈɫɛkʃən
collections,kəˈɫɛkʃənz
collective,kəˈɫɛktɪv
collector,kəˈɫɛktɝ
collectors,kəˈɫɛktɝz
college,ˈkɑɫɪdʒ
colleges,ˈkɑɫɪdʒɪz
collins,ˈkɑɫɪnz
cologne,kəˈɫoʊn
colombia,kəˈɫəmbiə
colon,ˈkoʊɫən
colonial,kəˈɫoʊniəɫ
colony,ˈkɑɫəni
color,ˈkəɫɝ
colorado,ˌkɑɫɝˈædoʊ
colored,ˈkəɫɝd
colors,ˈkəɫɝz
colour,ˈkəɫɝ
colours,ˈkəɫɝz
columbia,kəˈɫəmbiə
columbus,kəˈɫəmbəs
column,ˈkɑɫəm
columnists,ˈkɑɫəmnəsts
columns,ˈkɑɫəmz
com,ˈkɑm
combat,ˈkɑmbæt
combination,ˌkɑmbəˈneɪʃən
combinations,ˌkɑmbəˈneɪʃənz
combine,ˈkɑmbaɪn
combined,kəmˈbaɪnd
combines,kəmˈbaɪnz
combining,kəmˈbaɪnɪŋ
combo,ˈkɑmˌboʊ
come,ˈkəm
comedy,ˈkɑmədi
comes,ˈkəmz
comfort,ˈkəmfɝt
comfortable,ˈkəmfɝtəbəɫ
comic,ˈkɑmɪk
comics,ˈkɑmɪks
coming,ˈkəmɪŋ
comm,ˈkɑm
command,kəˈmænd
commander,kəˈmændɝ
commands,kəˈmændz
comment,ˈkɑmɛnt
commentary,ˈkɑmənˌtɛɹi
commented,ˈkɑmɛntəd
comments,ˈkɑmɛnts
commerce,ˈkɑmɝs
commercial,kəˈmɝʃəɫ
commission,kəˈmɪʃən
commissioner,kəˈmɪʃənɝ
commissioners,kəˈmɪʃənɝz
commissions,kəˈmɪʃənz
commit,kəˈmɪt
commitment,kəˈmɪtmənt
commitments,kəˈmɪtmənts
committed,kəˈmɪtɪd
committee,kəˈmɪti
committees,kəˈmɪtiz
commodities,kəˈmɑdətiz
commodity,kəˈmɑdəti
common,ˈkɑmən
commonly,ˈkɑmənɫi
commons,ˈkɑmənz
commonwealth,ˈkɑmənˌwɛɫθ
communicate,kəmˈjunəˌkeɪt
communication,kəmˌjunəˈkeɪʃən
communications,kəmˌjunəˈkeɪʃənz
communist,ˈkɑmjənəst
communities,kəmˈjunətiz
community,kəmˈjunəti
comp,ˈkɑmp
compact,ˈkɑmpækt
companies,ˈkəmpəˌniz
companion,kəmˈpænjən
company,ˈkəmpəˌni
compaq,ˈkɑmˌpæk
comparable,ˈkɑmpɝəbəɫ
comparative,kəmˈpɛɹətɪv
compare,kəmˈpɛɹ
compared,kəmˈpɛɹd
comparing,kəmˈpɛɹɪŋ
comparison,kəmˈpɛɹəsən
comparisons,kəmˈpɛɹəsənz
compatibility,kəmˌpætəˈbɪɫəˌti
compatible,kəmˈpætəbəɫ
compensation,ˌkɑmpənˈseɪʃən
compete,kəmˈpit
competent,ˈkɑmpətɪnt
competing,kəmˈpitɪŋ
competition,ˌkɑmpəˈtɪʃən
competitions,ˌkɑmpəˈtɪʃənz
competitive,kəmˈpɛtətɪv
competitors,kəmˈpɛtətɝz
compilation,ˌkɑmpəˈɫeɪʃən
compile,kəmˈpaɪɫ
compiled,kəmˈpaɪɫd
compiler,kəmˈpaɪɫɝ
complaint,kəmˈpɫeɪnt
complaints,kəmˈpɫeɪnts
complement,ˈkɑmpɫəmənt
complete,kəmˈpɫit
completed,kəmˈpɫitəd
completely,kəmˈpɫitɫi
completing,kəmˈpɫitɪŋ
completion,kəmˈpɫiʃən
complex,ˈkɑmpɫɛks
complexity,kəmˈpɫɛksəti
compliance,kəmˈpɫaɪəns
compliant,kəmˈpɫaɪənt
complicated,ˈkɑmpɫəˌkeɪtəd
complications,ˌkɑmpɫəˈkeɪʃənz
complimentary,ˌkɑmpɫəˈmɛntɝi
comply,kəmˈpɫaɪ
component,kəmˈpoʊnənt
components,kəmˈpoʊnənts
composed,kəmˈpoʊzd
composer,kəmˈpoʊzɝ
composite,kɑmˈpɑzət
composition,ˌkɑmpəˈzɪʃən
compound,ˈkɑmpaʊnd
compounds,ˈkɑmpaʊndz
comprehensive,ˌkɑmpɹiˈhɛnsɪv
compressed,kəmˈpɹɛst
compression,kəmˈpɹɛʃən
compromise,ˈkɑmpɹəˌmaɪz
computation,ˌkɑmpjəˈteɪʃən
computational,ˌkɑmpjuˈteɪʃənəɫ
compute,kəmˈpjut
computed,kəmˈpjutəd
computer,kəmˈpjutɝ
computers,kəmˈpjutɝz
